epoch,train_loss,valid_loss,accuracy,dice_multi,jaccard_coeff_multi,time
0,0.772193193435669,0.6216351985931396,0.7628203630447388,0.7065625262458627,0.5723751219988774,11:41
1,0.7700965404510498,0.5753089189529419,0.8378192186355591,0.7416948659592165,0.6265578123093924,11:40
2,0.7580980062484741,0.6370881795883179,0.7651200890541077,0.7145929502455018,0.577680127181315,11:40
3,0.7671239972114563,0.6288353204727173,0.771970272064209,0.7145872002899729,0.5783265519812262,11:40
4,0.7701750993728638,0.6253546476364136,0.7727068662643433,0.7156712978794371,0.580292000810122,11:40
5,0.7529340386390686,0.6205112934112549,0.7801012396812439,0.7260674036883666,0.5908446523366696,11:40
6,0.7613933682441711,0.6274079084396362,0.7674887776374817,0.7220751211067219,0.5846316171325047,11:40
7,0.7673735618591309,0.6252008676528931,0.7772682905197144,0.7225310372471533,0.5870740994102926,11:40
8,0.7548615336418152,0.6170823574066162,0.7828108072280884,0.7201750118363898,0.5879240781766361,11:40
9,0.7459885478019714,0.5799117684364319,0.7946991920471191,0.7354724000235442,0.6038325612614962,11:40
10,0.7462621927261353,0.5887246131896973,0.7837339043617249,0.725673962194182,0.5923897181237673,11:40
11,0.7446144223213196,0.5756211876869202,0.7932837605476379,0.7256187171702743,0.5959059421172018,11:40
12,0.729104220867157,0.576200008392334,0.7869792580604553,0.7255198441761282,0.5928428499605931,11:40
13,0.7144848108291626,0.572874903678894,0.7843603491783142,0.7266424957105464,0.5936362614758057,11:40
14,0.7009382843971252,0.5458025336265564,0.7902557253837585,0.7305721917646784,0.5993114423048925,11:40
15,0.7186059355735779,0.5334777235984802,0.7920459508895874,0.7348335219893176,0.6027035188746859,11:40
16,0.696503221988678,0.5357974767684937,0.7847896814346313,0.730370671480837,0.5975999881842478,11:41
17,0.7140122056007385,0.5430471897125244,0.7794681787490845,0.7136096465565971,0.5811910052517614,11:40
18,0.6929460167884827,0.539936900138855,0.7816278338432312,0.7338638750047067,0.5990374860962617,11:40
19,0.7001776099205017,0.5283799767494202,0.7948209047317505,0.7334460699042219,0.6034009967904549,11:40
20,0.7017154097557068,0.5565260648727417,0.7712289690971375,0.720512256619429,0.584148994133702,11:40
21,0.7033544778823853,0.5437206029891968,0.7634986639022827,0.7189467861738911,0.5825737022948084,11:41
22,0.7143999934196472,0.534314751625061,0.7886286377906799,0.7269438437981298,0.595700401750002,11:40
23,0.6850287318229675,0.5327214002609253,0.7848460674285889,0.7181496251275123,0.5884329935568146,11:41
24,0.7051469087600708,0.5245993137359619,0.7919704914093018,0.7239967416292497,0.5942750212186535,11:41
25,0.686095118522644,0.5209540724754333,0.7949832677841187,0.7375208607419615,0.6063476619794772,11:41
26,0.704723596572876,0.5403982400894165,0.7781305313110352,0.7239315213834531,0.590102424579398,11:41
27,0.7160214781761169,0.5464878082275391,0.7833318710327148,0.72321878673324,0.5892595952217163,11:41
28,0.6861029267311096,0.5141323804855347,0.7997284531593323,0.7341145130680752,0.6050080669954668,11:40
29,0.6834548115730286,0.5132030248641968,0.794716477394104,0.7368433985859623,0.6062153405350746,11:41
30,0.6960124969482422,0.5287072658538818,0.7890128493309021,0.7372037899235862,0.6043422399993768,11:40
31,0.6808227896690369,0.5184912085533142,0.7919878363609314,0.7409780435411086,0.6083487980104393,11:41
32,0.679995059967041,0.5226160883903503,0.7925405502319336,0.7383166351706985,0.6063179619798915,11:40
33,0.6988186836242676,0.5301446318626404,0.8056092262268066,0.7373971088928047,0.61020148082646,11:40
34,0.694797694683075,0.5746911764144897,0.752000093460083,0.7064891288034264,0.5668314743601846,11:41
35,0.7043815851211548,0.5239193439483643,0.8071742653846741,0.7488512640280144,0.6201459942986517,11:41
36,0.6918513774871826,0.5229679942131042,0.7911694049835205,0.7373192941809189,0.6052802795491113,11:40
37,0.6917415857315063,0.5252408385276794,0.7913480997085571,0.7364079937849807,0.6042600512077851,11:40
38,0.6799406409263611,0.5240368247032166,0.7960754632949829,0.7419107035557914,0.6101540641977775,11:40
39,0.6713758707046509,0.5335861444473267,0.7842887043952942,0.7303780210085815,0.5984997291284354,11:41
40,0.6805629134178162,0.5240364074707031,0.789158821105957,0.736076434940534,0.6043041755402367,11:41
41,0.6813474893569946,0.4538947343826294,0.8341865539550781,0.7664998529952275,0.6462583487975107,11:40
42,0.6875349879264832,0.53122878074646,0.7900418639183044,0.737197668512834,0.6061513770995003,11:41
43,0.6780378222465515,0.5301823616027832,0.7880907654762268,0.7370432217894329,0.6064791189091495,11:40
44,0.6669965982437134,0.5287230014801025,0.7877118587493896,0.7347513214833943,0.6030329776587768,11:41
45,0.664973795413971,0.5007009506225586,0.8016855120658875,0.7517496451812365,0.6221709980592327,11:41
46,0.6756402850151062,0.5199006199836731,0.7920214533805847,0.7386205157351126,0.6075674229919479,11:41
