epoch,train_loss,valid_loss,accuracy,dice_multi,jaccard_coeff_multi,time
0,0.9102262854576111,0.7818832993507385,0.7137234807014465,0.634106628784366,0.5009946258315233,11:38
1,0.8654918670654297,0.7899015545845032,0.7089993953704834,0.6301828246161839,0.4947063728323611,11:38
2,0.9406262636184692,0.7967528700828552,0.709995448589325,0.6330656946338579,0.49834271675051794,11:38
3,0.8815078735351562,0.7302794456481934,0.6956027746200562,0.6333045761419213,0.497931703448683,11:38
4,0.9106194972991943,0.4873288571834564,0.8514381647109985,0.7511320604643701,0.6390260621685425,11:38
5,0.8454551696777344,0.4965173900127411,0.8533837199211121,0.7493974376908059,0.6390947233047565,11:38
6,0.9157789349555969,0.8261933326721191,0.6496026515960693,0.6142312863362875,0.4649237719218968,11:38
7,0.8909072875976562,0.6455969214439392,0.7277570962905884,0.6806482131701332,0.5387438094484883,11:38
8,0.855135440826416,0.8510525226593018,0.6402890086174011,0.6055298165565881,0.45622269122281733,11:38
9,0.9062387347221375,0.750059187412262,0.7031015157699585,0.6461378566676451,0.5033339399268768,11:38
10,0.8884463906288147,0.635577917098999,0.7250093221664429,0.6593976084636891,0.5204787495164547,11:38
11,0.852193295955658,0.7051805853843689,0.7287260293960571,0.6425756171340494,0.5124857757026512,11:38
12,0.8804657459259033,0.7639226317405701,0.7168782353401184,0.629283464472406,0.4967144073184242,11:38
13,0.8846475481987,0.6118541359901428,0.7277998328208923,0.6781581144394603,0.5361412424206474,11:38
14,0.8687986731529236,0.4876928925514221,0.8513356447219849,0.7673967034158179,0.651844847563432,11:38
15,0.9046263098716736,0.731540858745575,0.7272593379020691,0.6420645496273926,0.5132674611662159,11:38
16,0.9086481332778931,0.7202841639518738,0.7159547805786133,0.6401029384916693,0.5061885508959487,11:38
17,0.8779080510139465,0.7260485887527466,0.7136576175689697,0.6513729427200149,0.5104845973821472,11:39
18,0.8244296312332153,0.7204154133796692,0.7202759385108948,0.6333625070236331,0.5043010062869878,11:38
19,0.9001342058181763,0.7733641862869263,0.7245663404464722,0.6448438297787557,0.5126226448953249,11:38
20,0.8342310786247253,0.4849074184894562,0.8381819128990173,0.7385149222119325,0.6243397941876145,11:38
21,0.8502752780914307,0.502991259098053,0.8557396531105042,0.7550520353632889,0.6464517884696109,11:38
22,0.8486791849136353,0.7417100071907043,0.691902756690979,0.6555364086922668,0.5076381779524833,11:38
23,0.8501499891281128,0.689358115196228,0.7258458733558655,0.646952842922686,0.5182562795708165,11:39
24,0.8924645185470581,0.8584301471710205,0.630883514881134,0.603627663025809,0.45552188681636846,11:38
25,0.881585955619812,0.7621207237243652,0.7150932550430298,0.6337783329091872,0.5019224267497966,11:39
26,0.8187269568443298,0.7020092606544495,0.722330629825592,0.6581122303154632,0.5222068111413004,11:38
27,0.8618096113204956,0.973804235458374,0.6070897579193115,0.5965700034343303,0.4442684764580242,11:38
28,0.915564775466919,0.4673317074775696,0.858195424079895,0.7808293787380295,0.6659790664935868,11:38
29,0.866213858127594,0.7633255124092102,0.7127865552902222,0.6645912014485992,0.5217839701996027,11:38
30,0.845539927482605,0.507788896560669,0.8680351376533508,0.7819012394053781,0.6710915776704005,11:38
31,0.8386936783790588,0.46016550064086914,0.854002833366394,0.7520652197002614,0.6413194174348228,11:38
32,0.8873430490493774,0.556555449962616,0.7627444863319397,0.723126976260359,0.5867842279192427,11:38
33,0.8171635866165161,0.7308672666549683,0.7208399176597595,0.6408299982004177,0.5078709115604816,11:38
