epoch,train_loss,valid_loss,accuracy,dice_multi,jaccard_coeff_multi,time
0,1.2145229578018188,1.076935052871704,0.47633641958236694,0.2683538408368025,0.17726521799455788,11:44
1,1.20327889919281,1.0237181186676025,0.4881384074687958,0.3205016989000808,0.20954880436890608,11:44
2,1.1972191333770752,1.066353440284729,0.43527841567993164,0.3348753828985614,0.2131124338012749,11:44
3,1.1771718263626099,1.072363018989563,0.5500237941741943,0.36599754331785705,0.25560069318306805,11:45
4,1.1654247045516968,1.0923786163330078,0.4908469617366791,0.35547429882004544,0.23239237103306606,11:45
5,1.1586254835128784,1.057118535041809,0.47795596718788147,0.3339651388100258,0.21717085555993706,11:44
6,1.1559702157974243,1.0419937372207642,0.5001642107963562,0.35684730452656194,0.23575962231224526,11:45
7,1.1397686004638672,1.0925734043121338,0.4072720408439636,0.3325133639478072,0.2119111958227017,11:45
8,1.1241474151611328,0.921836793422699,0.6507924199104309,0.5155726409750293,0.38269654740052966,11:44
9,1.0965213775634766,1.061755657196045,0.481137752532959,0.36585031806295815,0.25074427608644717,11:45
10,1.0362588167190552,0.8735535740852356,0.5744295120239258,0.46562089632032316,0.33940069546345114,11:45
11,1.0229946374893188,0.7925909161567688,0.6405264735221863,0.5348280039479095,0.3994193864604319,11:45
12,1.0081673860549927,0.8018742799758911,0.5985249280929565,0.5006366473791303,0.3631135553632077,11:45
13,1.025746464729309,0.8235378861427307,0.5513718128204346,0.47695861186408167,0.3360130009776769,11:45
14,1.014029860496521,0.8468907475471497,0.629201352596283,0.5169756119745691,0.38473417425241146,11:44
15,0.9852477312088013,0.7728006839752197,0.6981530785560608,0.5637470843491909,0.4311666526555924,11:45
16,0.989993155002594,0.8107456564903259,0.6486359238624573,0.5393101474353804,0.4032540733584693,11:45
17,0.9679253697395325,0.7786146402359009,0.6763395667076111,0.5564495774342759,0.4218850448890464,11:45
18,0.9935463070869446,0.8897857069969177,0.5552012324333191,0.4664466413771631,0.3314472142928155,11:44
19,0.959215521812439,0.844838559627533,0.56429523229599,0.47041346148262647,0.33809930825110124,11:45
20,0.9796618819236755,0.741239070892334,0.6980716586112976,0.5967500392370808,0.4575607393237817,11:45
21,0.9062093496322632,0.7836360335350037,0.6157645583152771,0.5266089710316768,0.3891949726012651,11:45
22,0.9338703155517578,0.7952664494514465,0.6107689142227173,0.5218628356679703,0.38623978659111596,11:45
23,0.9238482713699341,0.7593685388565063,0.6240274906158447,0.5426960687311656,0.4041006296678764,11:44
24,0.9226136803627014,0.7496049404144287,0.6931098699569702,0.6083262841811719,0.4689790691416984,11:45
25,0.9020156860351562,0.675195574760437,0.7433019280433655,0.6430149756847092,0.5131183241016898,11:45
26,0.898948609828949,0.6998733282089233,0.7440752387046814,0.6382171121927465,0.5046558625340104,11:45
27,0.9036060571670532,0.7672774195671082,0.6335653066635132,0.5864145423530801,0.443003330748264,11:45
28,0.8976015448570251,0.7916111350059509,0.6334171891212463,0.5682925733333327,0.4313970040214588,11:45
29,0.8790498375892639,0.7701213359832764,0.6662723422050476,0.6158278142628376,0.4689218397560147,11:45
30,0.879663348197937,0.6766176223754883,0.774438738822937,0.6571871056413818,0.5354262905702064,11:45
31,0.8661633729934692,0.705508291721344,0.7127131223678589,0.6496017504333415,0.5066792683948479,11:45
32,0.8461967706680298,0.7243763208389282,0.7031145691871643,0.6290195943019107,0.48852718112075183,11:45
33,0.8360890746116638,0.6670508980751038,0.7354961037635803,0.6555415839823671,0.5181046408674693,11:45
34,0.8582211136817932,0.6785153150558472,0.664866030216217,0.5834185966668591,0.4437707040231398,11:45
35,0.8568737506866455,0.6983126997947693,0.711345911026001,0.6503271502615527,0.5038368208781833,11:45
36,0.8474443554878235,0.6694269180297852,0.7047696709632874,0.6221429208439432,0.4874450781522676,11:45
37,0.833693265914917,0.6444999575614929,0.6769646406173706,0.6177617571513311,0.4782611970073151,11:45
38,0.8221932649612427,0.665614128112793,0.7237886190414429,0.6566588890117359,0.5203657763371016,11:45
39,0.831386923789978,0.7276166081428528,0.6918449997901917,0.6668460821767312,0.5149640397867666,11:45
40,0.8149557709693909,0.7900483012199402,0.6560954451560974,0.6181648636260346,0.47313648559625077,11:45
41,0.7948755621910095,0.6156643629074097,0.6972751021385193,0.6283580392954115,0.4877880756608854,11:45
42,0.7908714413642883,0.6822300553321838,0.6866413354873657,0.6292350161920016,0.4895829170094203,11:45
43,0.8424862027168274,0.6600720882415771,0.7247772216796875,0.6585074232904096,0.5265347028206001,11:45
44,0.7669912576675415,0.7239299416542053,0.6731114387512207,0.6246400993432827,0.47436713712960416,11:45
45,0.7850269675254822,0.7524988651275635,0.6783047318458557,0.6216339038488818,0.4777087775692659,11:45
