epoch,train_loss,valid_loss,accuracy,dice_multi,jaccard_coeff_multi,time
0,1.650483250617981,1.4022271633148193,0.48014146089553833,0.23240310596574684,0.1532775718482611,11:37
1,1.5267939567565918,1.3439587354660034,0.48150601983070374,0.27208780557015294,0.17910732267828847,11:38
2,1.47881281375885,1.3513009548187256,0.4511931836605072,0.25833176890020787,0.16783214139866207,11:38
3,1.4296046495437622,1.2259578704833984,0.4952152967453003,0.3351463343640973,0.21879346641638941,11:38
4,1.3985910415649414,1.2069510221481323,0.48322945833206177,0.29762037023031035,0.1942631145769367,11:37
5,1.3713728189468384,1.2133524417877197,0.48306575417518616,0.3292401508398593,0.21785173725548243,11:38
6,1.3600308895111084,1.3350872993469238,0.5054836869239807,0.35091653185138116,0.23032440761846576,11:38
7,1.3733712434768677,1.2440985441207886,0.3882449269294739,0.2857342707191345,0.17631391626198656,11:37
8,1.2862447500228882,1.332128643989563,0.50776606798172,0.3391807568128767,0.22659739339447427,11:38
9,1.3001140356063843,1.105347752571106,0.49590590596199036,0.3538297930759719,0.23355912129445036,11:38
10,1.2620424032211304,1.004682183265686,0.5437021255493164,0.43281507748354836,0.2952927598209924,11:38
11,1.2322465181350708,1.0508308410644531,0.5797650218009949,0.46039167192281644,0.33072474027049287,11:38
12,1.2779731750488281,1.1013140678405762,0.5681217312812805,0.45983080217021016,0.3296565734251415,11:38
13,1.2191370725631714,1.1351507902145386,0.5346640944480896,0.47114537118613464,0.3388182231916614,11:38
14,1.2171077728271484,1.095338225364685,0.5442377924919128,0.38586386644047227,0.2650109777879274,11:38
15,1.210279107093811,1.1032087802886963,0.549727737903595,0.4088234735549335,0.27582201143320156,11:37
16,1.1918134689331055,0.9631571173667908,0.5587885975837708,0.42126859490374985,0.2875351868848767,11:37
17,1.2338398694992065,0.9831293821334839,0.549505352973938,0.4482903132994344,0.3100001069252547,11:38
18,1.158705472946167,0.9377368688583374,0.6171029210090637,0.534619253347249,0.3960708578118491,11:37
19,1.1746766567230225,1.4322701692581177,0.5750129222869873,0.45387878597989434,0.3225923512056867,11:38
20,1.1306089162826538,1.113743782043457,0.535221517086029,0.4476580541352748,0.3092426429289454,11:38
21,1.1007200479507446,0.9366499781608582,0.6480594277381897,0.568305624183323,0.4270957378269908,11:37
22,1.126523733139038,0.8771633505821228,0.6708396077156067,0.574089519579664,0.4354222750463512,11:37
23,1.108328104019165,0.9581383466720581,0.605663537979126,0.5117745902813661,0.37586328073805947,11:37
24,1.0728904008865356,0.9087315797805786,0.632949709892273,0.5070042124233642,0.362897285466919,11:38
25,1.0981825590133667,0.8859522342681885,0.6231383681297302,0.5427164765524952,0.4023254685756282,11:38
26,1.0754855871200562,0.8363277912139893,0.6268726587295532,0.5563827292505172,0.41175309788157866,11:38
27,1.0790107250213623,0.980576753616333,0.5967257022857666,0.5441871601877536,0.39942291202412816,11:38
28,1.1019978523254395,0.846555233001709,0.6383610367774963,0.5622050446796724,0.42311264510387464,11:38
29,1.0385979413986206,0.8973419070243835,0.6256032586097717,0.5394704514107895,0.3995132247494213,11:38
30,1.0064828395843506,0.9640392065048218,0.5602802634239197,0.522080870612509,0.37926243337179416,11:38
31,1.0412935018539429,0.7157014608383179,0.7442657351493835,0.6490740835784979,0.5102606577063374,11:37
32,1.0265341997146606,1.127813458442688,0.6148973107337952,0.524804160472015,0.3836088568665042,11:37
33,0.989868700504303,0.8842133283615112,0.6602264642715454,0.568223491079461,0.43062193102416074,11:37
34,0.9887995719909668,0.793131947517395,0.6724224090576172,0.5861108947248891,0.450654373105937,11:38
35,1.014227271080017,0.7566531896591187,0.6831168532371521,0.593566138178392,0.4595594338675785,11:38
36,1.0207545757293701,0.733674168586731,0.7322395443916321,0.639693520772059,0.5028120592317572,11:38
37,0.9771243929862976,0.7946463823318481,0.6979247331619263,0.6232464859187022,0.48584931136707105,11:38
38,1.0186551809310913,0.716020941734314,0.7006710767745972,0.630544449426184,0.4922519173283715,11:38
39,1.0031852722167969,0.6663265824317932,0.7129504680633545,0.6457725076914341,0.5048213019316171,11:37
40,0.982401430606842,1.094765543937683,0.5682700872421265,0.574525798252071,0.4197664708730529,11:38
41,0.9828621745109558,0.8560288548469543,0.6872150301933289,0.6176238910473583,0.4806995397374803,11:38
42,0.9571810960769653,0.9502834677696228,0.646023154258728,0.5610047956382612,0.42469277027955377,11:38
43,0.963270902633667,0.7255047559738159,0.6967837810516357,0.6168283553608805,0.48088773918160305,11:38
44,0.96893709897995,0.5481874942779541,0.8463688492774963,0.7518005680127094,0.633769875110176,11:37
45,0.9553830027580261,0.6875244379043579,0.6970062851905823,0.6362390582482477,0.4964559568572557,11:38
46,0.9395764470100403,0.7294002771377563,0.7331659197807312,0.6326126054782757,0.5032577768645892,11:38
47,0.9592084288597107,0.8058744072914124,0.6361469030380249,0.5952140942474929,0.4529324634170548,11:37
48,0.9542102813720703,0.7545480728149414,0.7001515030860901,0.6449089777509825,0.49815624135662495,11:38
49,0.9403807520866394,0.7151051759719849,0.6941503882408142,0.649874923695284,0.50448957897006,11:38
50,0.9080678224563599,0.6018378734588623,0.8184306025505066,0.7455434055764959,0.6188275096953829,11:38
51,0.9467074275016785,0.5763095021247864,0.777866542339325,0.7131192215518656,0.5808216111602148,11:38
52,0.9166179895401001,0.8121278285980225,0.6999396085739136,0.6484321924432496,0.5022487466568497,11:38
53,0.9369754791259766,0.7391110062599182,0.7018662095069885,0.6487331695640385,0.506977610346358,11:37
54,0.8971608281135559,0.5924820303916931,0.792555570602417,0.7192357127536101,0.589379564716347,11:38
